x, f1, f2
96029.53, 9221670608.99, 9221286494.87
-30593.04, 935933845.74, 936056221.88
82215.17, 6759334744.85, 6759005888.16
12454.04, 155102988.93, 155053176.79
4372.99, 19123007.40, 19105519.46
-45133.53, 2037035890.44, 2037216428.58
-65713.49, 4318263134.08, 4318525992.05
-68428.01, 4682392380.07, 4682666096.10
-80010.33, 6401652792.40, 6401972837.72
-68538.95, 4697587191.63, 4697861351.42
-27892.50, 777991300.42, 778102874.41
-15155.41, 229686359.14, 229746984.77
-34463.69, 1187745746.14, 1187883604.89
-14039.34, 197103202.85, 197159364.23
-79106.63, 6257858468.87, 6258174899.37
31796.35, 1011007905.76, 1010880724.36
-23195.49, 538030532.43, 538123318.37
55052.16, 3030740617.74, 3030520413.09
14135.59, 199814835.61, 199758297.26
58884.35, 3467366533.14, 3467130999.75
-97766.36, 9558261690.62, 9558652760.08
-62611.25, 3920168733.52, 3920419182.52
-23172.73, 536975601.65, 537068296.59
-35978.38, 1294443604.29, 1294587521.80
-61161.41, 3740717725.91, 3740962375.53
-67994.94, 4623311850.56, 4623583834.32
81781.29, 6688179236.21, 6687852115.06
4273.32, 18261243.85, 18244154.58
51917.78, 2695455935.28, 2695248268.15
-38329.08, 1469118606.16, 1469271926.49
61975.99, 3841022763.11, 3840774863.17
12685.27, 160916005.62, 160865268.55
-60231.61, 3627846869.08, 3628087799.52
-79446.14, 6311689224.33, 6312007012.89
75277.11, 5666643555.59, 5666342451.15
-81078.82, 6573775029.15, 6574099348.43
-86678.39, 7513144095.41, 7513490812.99
-21549.59, 464384971.34, 464471173.71
43132.19, 1860385650.73, 1860213125.98
41452.50, 1718309546.54, 1718143740.55
-27431.53, 752488646.66, 752598376.77
12364.54, 152881803.39, 152832349.23
600.35, 360419.84, 358022.44
26606.67, 707914675.96, 707808253.29
38395.47, 1474212025.40, 1474058447.52
-66013.03, 4357720721.08, 4357984777.22
-18516.98, 342878437.64, 342952509.55
-99939.86, 9987975072.02, 9988374835.45
26614.06, 708308357.91, 708201905.66
9073.08, 82320836.98, 82284548.65
-96342.73, 9281921958.47, 9282307333.40
65431.26, 4281249871.49, 4280988150.44
-19624.56, 385123295.84, 385201798.07
-75189.24, 5653422416.26, 5653723177.24
92031.10, 8469722994.07, 8469354873.67
-12734.13, 162157983.08, 162208923.59
-47862.85, 2290852278.81, 2291043734.21
96593.53, 9330310211.39, 9329923841.26
55576.10, 3088703120.53, 3088480820.12
7635.80, 58305466.96, 58274927.76
2914.25, 8492824.01, 8481171.03
32293.00, 1042837632.69, 1042708464.70
50259.62, 2526029210.56, 2525828176.08
-64122.84, 4111739044.73, 4111995540.10
33080.24, 1094302419.28, 1094170102.31
-33004.03, 1089265679.03, 1089397699.13
-43408.00, 1884254759.68, 1884428395.69
6614.48, 43751394.41, 43724940.48
-71242.10, 5075436838.05, 5075721810.45
73044.00, 5335426226.01, 5335134054.00
-96868.79, 9383562443.48, 9383949922.64
-8219.10, 67553660.74, 67586541.16
-86714.56, 7519414567.96, 7519761430.19
83954.05, 7048281959.23, 7047946147.04
38106.03, 1452069338.10, 1451916917.99
-93869.51, 8811484320.97, 8811859803.00
-89395.39, 7991534924.98, 7991892510.53
30329.45, 919875639.47, 919754325.66
-65795.29, 4329020383.98, 4329283569.14
-44835.32, 2010206016.73, 2010385362.01
67164.59, 4511082123.53, 4510813469.17
5217.75, 27224909.30, 27204042.31
9456.42, 89423872.16, 89386050.48
52649.70, 2771990756.82, 2771780162.03
15454.19, 238831890.32, 238770077.57
96564.43, 9324688777.79, 9324302524.07
81428.19, 6630550723.88, 6630225015.11
-97214.88, 9450732645.52, 9451121509.04
88102.97, 7762133140.89, 7761780733.02
59816.68, 3578034739.56, 3577795476.85
58503.55, 3422665391.51, 3422431381.31
81056.19, 6570105861.89, 6569781641.13
-21072.60, 444054399.51, 444138693.91
68953.10, 4754529436.92, 4754253628.54
17645.26, 311355228.18, 311284651.14
57818.84, 3343018374.59, 3342787103.23
-70362.47, 4950877811.06, 4951159264.96
10216.65, 104380019.83, 104339157.21
89316.89, 7977506756.84, 7977149493.28
14646.07, 214507299.83, 214448719.56
-96751.36, 9360826446.59, 9361213456.05
2832.36, 8022241.13, 8010915.71
-25642.08, 657516356.58, 657618928.90
-67570.60, 4565786169.12, 4566056455.52
-56774.40, 3223332498.02, 3223559599.62
-51726.54, 2675634803.62, 2675841713.77
-1621.68, 2629854.78, 2636345.51
-48366.18, 2339287388.41, 2339480857.13
41834.23, 1750102715.68, 1749935382.77
-87174.31, 7599359985.53, 7599708686.76
-64379.30, 4144694541.69, 4144952062.90
10287.29, 105828328.58, 105787183.42
78737.09, 6199528759.47, 6199213815.13
-27896.90, 778236981.30, 778348572.90
65021.63, 4227812606.02, 4227552523.49
26983.56, 728112283.90, 728004353.68
4686.89, 21966908.76, 21948165.21
52529.00, 2759296330.39, 2759086218.37
-96525.70, 9317211500.54, 9317597607.36
-95142.61, 9052116822.59, 9052497397.04
62030.58, 3847793050.67, 3847544932.34
-88128.92, 7766707234.78, 7767059754.47
90410.33, 8174028389.91, 8173666752.58
-57512.82, 3307724252.16, 3307954307.43
-3849.34, 14817454.97, 14832856.35
62462.87, 3901609757.48, 3901359910.01
33109.82, 1096260402.03, 1096127966.74
-29922.43, 895351617.96, 895471311.67
-50810.66, 2581722962.77, 2581926209.40
55932.65, 3128461067.61, 3128237341.02
69667.68, 4853586011.74, 4853307345.01
-95866.71, 9190425274.95, 9190808745.77
74746.95, 5587106686.69, 5586807702.89
-63302.13, 4007159045.19, 4007412257.69
19896.70, 395878575.52, 395798992.73
-62264.48, 3876865240.58, 3877114302.49
-66651.67, 4442444728.86, 4442711339.53
-55183.87, 3045259220.31, 3045479959.78
44452.33, 1976009569.32, 1975831764.00
87741.89, 7698639273.28, 7698288309.72
10235.09, 104757076.55, 104716140.19
-12784.37, 163440007.24, 163491148.71
-29721.39, 883361298.67, 883480188.25
-60483.60, 3658265490.15, 3658507428.53
-54913.61, 3015504035.36, 3015723693.78
86514.72, 7484797077.01, 7484451022.12
-75893.45, 5759816284.63, 5760119862.45
-15921.49, 253493876.60, 253557566.56
81543.31, 6649310619.88, 6648984450.66
-60120.10, 3614426436.68, 3614666921.08
2069.39, 4282373.62, 4274100.06
-65007.84, 4226019378.33, 4226279413.70
-78513.09, 6164305201.45, 6164619257.80
-92.77, 8605.64, 8980.71
-45689.02, 2087486574.00, 2087669334.08
-19187.23, 368149717.99, 368226470.90
-25330.16, 641616928.58, 641718253.21
3156.65, 9964415.70, 9951793.12
-42525.34, 1808404142.94, 1808574248.28
44246.68, 1957768757.16, 1957591774.44
36548.21, 1335771813.58, 1335625624.74
-53711.63, 2884938683.88, 2885153534.38
17475.69, 305399852.66, 305329953.89
9949.39, 98990352.57, 98950559.01
-54623.74, 2983752941.96, 2983971440.92
3112.56, 9688021.72, 9675575.49
43393.62, 1883006049.71, 1882832479.24
96990.69, 9407194187.07, 9406806228.30
-83312.59, 6940987551.82, 6941320806.17
-35863.72, 1286206198.63, 1286349657.49
-14219.97, 202207544.18, 202264428.06
-16415.28, 269461303.47, 269526968.58
99422.47, 9884826588.01, 9884428902.15
-3931.99, 15460524.33, 15476256.27
61499.39, 3782175529.53, 3781929535.95
-61325.60, 3760829541.40, 3761074847.81
16440.50, 270289891.26, 270224133.28
2541.65, 6459979.51, 6449816.91
-2506.48, 6282437.18, 6292467.09
-24580.57, 604204593.36, 604302919.65
79409.08, 6305802361.29, 6305484728.96
-15572.50, 242502674.93, 242564968.92
-39985.78, 1598862309.66, 1599022256.76
-83121.41, 6909169092.85, 6909501582.50
48277.17, 2330685324.15, 2330492219.46
-86970.97, 7563950457.54, 7564298345.44
6889.21, 47461215.49, 47433662.65
59321.00, 3518981546.64, 3518744266.62
25582.38, 654458335.31, 654356009.77
5222.76, 27277190.13, 27256303.10
70096.46, 4913513202.09, 4913232820.26
66060.63, 4364006512.80, 4363742274.29
-15885.14, 252337539.52, 252401084.07
34043.51, 1158960693.35, 1158824523.30
-58273.46, 3395796319.79, 3396029417.64
71917.21, 5172085117.59, 5171797452.75
-75172.97, 5650975793.70, 5651276489.59
32314.95, 1044256213.16, 1044126957.34
-92407.51, 8539148404.81, 8539518038.87
-90601.21, 8208579594.24, 8208942003.09
78628.50, 6182441726.77, 6182127216.75
6847.10, 46882839.36, 46855454.94
65012.75, 4226657888.23, 4226397841.23
18225.67, 332175215.91, 332102317.21
-55149.54, 3041472295.56, 3041692897.74
-46434.20, 2156134803.49, 2156320544.29
-62554.21, 3913029704.89, 3913279925.75
38854.85, 1509699038.36, 1509543622.98
45342.91, 2055979815.84, 2055798448.19
-80209.33, 6433536332.48, 6433857173.80
-19072.57, 363762936.29, 363839230.57
12673.03, 160605659.17, 160554971.05
22994.42, 528743332.00, 528651358.32
-56097.70, 3146951764.41, 3147176159.20
416.94, 173837.78, 172174.03
75691.48, 5729200113.61, 5728897351.69
14359.16, 206185416.93, 206127984.30
-35175.35, 1237305189.91, 1237445895.31
12553.16, 157581738.30, 157531529.67
-40797.92, 1664470043.53, 1664633239.20
92047.58, 8472756505.80, 8472388319.49
5027.36, 25274336.64, 25254231.20
87190.62, 7602204953.29, 7601856194.79
-74955.80, 5618372482.11, 5618672309.32
73161.92, 5352666416.23, 5352373772.55
-16274.15, 264847851.01, 264912951.60
29679.44, 880869244.55, 880750530.78
-79890.38, 6382472211.68, 6382791777.19
-7195.88, 51780661.54, 51809449.05
-98388.58, 9680313013.82, 9680706572.15
-96005.54, 9217063953.01, 9217447979.17
77938.04, 6074337910.40, 6074026162.24
63309.32, 4008070266.47, 4007817033.18
-66381.07, 4406446982.06, 4406712510.35
71705.69, 5141705505.86, 5141418687.11
31514.36, 993154955.01, 993028901.56
28934.42, 837200831.74, 837085098.05
-55390.12, 3068064998.46, 3068286562.93
-88561.29, 7843102429.66, 7843456678.83
55629.02, 3094588260.75, 3094365748.66
15078.11, 227349332.32, 227289023.89
-96817.76, 9373678766.77, 9374066041.82
-4609.77, 21249992.59, 21268435.68
-31349.13, 982768218.11, 982893618.65
16939.43, 286944236.07, 286876482.36
9672.54, 93558030.30, 93519344.14
33888.86, 1148454916.30, 1148319364.86
-65454.54, 4284296736.06, 4284558558.22
16726.03, 279760123.47, 279693223.34
-89930.16, 8087433962.21, 8087793686.86
56254.01, 3164514116.99, 3164289104.93
-58214.11, 3388882813.94, 3389115674.39
-71742.22, 5146946809.34, 5147233782.24
-84513.63, 7142553047.26, 7142891105.77
-15158.99, 229794956.39, 229855596.35
47660.06, 2271481232.54, 2271290596.30
47862.14, 2290784221.21, 2290592776.66
-78811.68, 6211281553.67, 6211596804.40
72274.84, 5223651982.73, 5223362887.38
-80671.81, 6507940238.39, 6508262929.61
-11695.88, 136793626.00, 136840413.52
45955.71, 2111927355.18, 2111743536.33
-94700.35, 8968155694.86, 8968534500.25
759.35, 576610.16, 573576.76
54393.81, 2958686573.36, 2958469002.12
48873.88, 2388656113.32, 2388460621.80
45320.14, 2053914829.14, 2053733552.60
-57202.39, 3272113547.66, 3272342361.22
76860.09, 5907473091.44, 5907165655.09
-75072.37, 5635860376.83, 5636160670.30
77760.57, 6046705746.09, 6046394707.83
60346.79, 3641734712.09, 3641493328.95
86391.05, 7463413433.06, 7463067872.86
-28974.80, 839539244.40, 839655147.61
95809.40, 9179441229.47, 9179057995.87
33718.80, 1136957237.43, 1136822366.24
87551.04, 7665185146.13, 7664834945.96
-74479.79, 5547238540.43, 5547536463.57
42682.44, 1821790718.99, 1821619993.23
-27800.07, 772844012.37, 772955216.66
-62628.34, 3922309121.26, 3922559638.63
44282.85, 1960970739.52, 1960793612.12
5082.56, 25832426.22, 25812099.98
-2549.71, 6501017.17, 6511220.00
57912.06, 3353806585.44, 3353574941.20
13925.45, 193918160.71, 193862462.91
-738.57, 545480.74, 548439.01
97019.87, 9412854860.35, 9412466784.87
27744.15, 769737696.66, 769626724.07
-33463.35, 1119795875.25, 1119929732.65
-45706.01, 2089039273.65, 2089222101.69
-1519.10, 2307665.33, 2313745.73
85113.76, 7244352565.11, 7244012114.06
-60334.56, 3640258850.53, 3640500192.76
-76891.18, 5912253192.20, 5912560760.91
70104.37, 4914623055.36, 4914342641.87
-836.43, 699617.41, 702967.13
58017.46, 3366025605.55, 3365793539.71
-75539.29, 5706183678.82, 5706485839.96
59644.18, 3557427717.66, 3557189144.95
-50099.06, 2509916043.35, 2510116443.60
94148.27, 8863896040.58, 8863519451.51
23203.07, 538382546.36, 538289738.07
89995.34, 8099161400.57, 8098801423.20
84793.89, 7190004482.18, 7189665310.61
-27388.60, 750135614.14, 750245172.55
-22954.06, 526888986.23, 526980806.48
-59577.44, 3549471886.03, 3549710199.81
-31132.77, 969249285.76, 969373820.83
35633.51, 1269747081.85, 1269604551.80
26874.00, 722212122.50, 722104630.48
-50004.15, 2500414863.94, 2500614884.53
-87815.79, 7711612980.66, 7711964247.82
-12115.74, 146791108.96, 146839575.91
-80747.52, 6520161282.72, 6520484276.78
83259.56, 6932154860.60, 6931821826.35
-7400.41, 54766112.06, 54795717.71
84423.30, 7127293256.63, 7126955567.44
-2433.27, 5920787.12, 5930524.19
86281.24, 7444451797.69, 7444106676.74
13808.03, 190661701.51, 190606473.39
-76334.27, 5826921397.95, 5827226739.05
77459.90, 6000035919.24, 5999726083.65
12127.49, 147076000.58, 147027494.63
-96584.80, 9328623384.38, 9329009727.58
74337.39, 5526048215.53, 5525750869.96
62567.07, 3914638542.63, 3914388278.34
-47704.40, 2275709923.67, 2275900745.27
-6124.64, 37511251.04, 37535753.61
39859.54, 1588782600.20, 1588623166.05
-70649.08, 4991293106.74, 4991575707.08
70855.36, 5020481724.83, 5020198307.40
70869.55, 5022493661.99, 5022210187.77
-86761.75, 7527601999.48, 7527949050.50
-55656.34, 3097628605.50, 3097851234.87
38077.33, 1449883402.77, 1449731097.44
57553.16, 3312366696.12, 3312136487.46
82848.03, 6863796349.07, 6863464960.94
57982.85, 3362011037.93, 3361779110.52
-71257.64, 5077651041.78, 5077936076.34
-78648.06, 6185516693.82, 6185831290.05
80829.18, 6533357044.81, 6533033732.07
14076.02, 198134391.37, 198078091.28
60892.32, 3707874457.72, 3707630892.44
83357.88, 6948536825.20, 6948203397.66
-99471.96, 9894670479.21, 9895068371.04
-99304.51, 9861385298.23, 9861782520.26
-40607.31, 1648953993.69, 1649116426.94
-22378.22, 500784748.47, 500874265.35
-49893.31, 2489342143.80, 2489541721.03
-50436.50, 2543840543.76, 2544042293.76
-97027.22, 9414280520.32, 9414668633.18
95989.18, 9213922376.98, 9213538424.27
-31415.46, 986931273.77, 987056939.62
57730.06, 3332759269.91, 3332528353.69
-8732.44, 76255457.35, 76290391.10
41095.74, 1688859645.12, 1688695266.17
-68056.37, 4631669346.54, 4631941576.01
-3864.56, 14934793.23, 14950255.45
96331.69, 9279794636.93, 9279409314.16
-10176.62, 103563597.09, 103604307.57
-33213.80, 1103156218.65, 1103289077.84
-71760.01, 5149499747.49, 5149786791.55
16016.73, 256535593.82, 256471530.91
46280.09, 2141846856.36, 2141661740.00
-10926.19, 119381604.83, 119425313.58
52190.20, 2723816892.85, 2723608136.05
20106.36, 404265898.77, 404185477.31
71480.62, 5109478987.56, 5109193069.08
60412.48, 3649667787.28, 3649426141.36
-16738.95, 280192531.38, 280259491.19
18883.22, 356576071.31, 356500542.42
32560.79, 1060205098.12, 1060074858.96
-10749.96, 115561726.66, 115604730.52
71578.44, 5123472792.65, 5123186482.90
73047.88, 5335992605.32, 5335700417.81
-21504.65, 462450154.02, 462536176.63
95738.87, 9165930692.07, 9165547740.60
-29676.45, 880691965.61, 880810675.43
46450.71, 2157668027.94, 2157482229.12
94879.46, 9002111061.02, 9001731547.20
85848.63, 7369986702.53, 7369643312.02
-25124.96, 631263408.34, 631363912.16
14134.67, 199788802.96, 199732268.30
55287.67, 3056726121.56, 3056504974.89
67458.88, 4550700034.64, 4550430203.13
42569.15, 1812132949.25, 1811962676.63
39737.10, 1579037511.64, 1578878567.22
61890.61, 3830447714.33, 3830200155.89
52491.86, 2755395258.39, 2755185294.96
-62767.38, 3939744479.53, 3939995553.06
56153.06, 3153166404.42, 3152941796.17
20252.25, 410153477.15, 410072472.17
54882.84, 3012126574.71, 3011907047.33
83699.13, 7005544635.30, 7005209842.77
93059.21, 8660017233.09, 8659645000.24
-68508.95, 4693476562.35, 4693750602.16
58300.34, 3398930039.30, 3398696841.92
67066.57, 4497924681.37, 4497656419.10
-63470.73, 4028533437.96, 4028787324.88
-56671.77, 3211689330.79, 3211916021.86
31861.86, 1015178216.23, 1015050772.78
-25567.13, 653678353.81, 653780626.35
-13321.56, 177463969.40, 177517259.64
-95050.24, 9034548440.55, 9034928645.52
-27573.96, 760323222.27, 760433522.10
18161.62, 329844383.49, 329771741.01
53650.05, 2878327896.73, 2878113300.53
64982.12, 4222675485.33, 4222415560.87
-51404.55, 2642427931.74, 2642633553.95
-1435.16, 2059694.42, 2065439.07
12878.52, 165856381.31, 165804871.21
65254.96, 4258209773.94, 4257948758.10
-44077.58, 1942832717.13, 1943009031.43
62128.61, 3859964086.66, 3859715576.22
23045.49, 531094598.70, 531002420.74
64038.23, 4100894668.41, 4100638519.50
-66961.95, 4483903059.76, 4484170911.57
43873.48, 1924882396.45, 1924706906.53
-12487.26, 155931632.54, 155981585.58
-3407.71, 11612518.22, 11626153.07
-71353.32, 5091296551.38, 5091581968.67
-30045.96, 902759750.68, 902879938.53
15888.50, 252444517.38, 252380967.37
-48224.11, 2325564673.93, 2325757574.36
80458.76, 6473611896.10, 6473290065.06
-892.37, 796316.07, 799889.53
-35482.90, 1259036359.41, 1259178295.02
60270.19, 3632496209.12, 3632255132.35
86801.09, 7534429566.14, 7534082365.77
14528.69, 211082763.33, 211024652.58
66332.47, 4399997153.88, 4399731827.98
63105.39, 3982289673.74, 3982037256.20
17375.83, 301919476.30, 301849976.98
84949.23, 7216372514.98, 7216032722.04
-9714.63, 94374011.20, 94412873.72
77295.57, 5974605209.72, 5974296031.44
1674.25, 2803101.84, 2796408.85
-4363.10, 19036616.01, 19054072.40
-87110.78, 7588287600.35, 7588636047.46
95792.38, 9176179776.38, 9175796610.87
83361.79, 6949187223.17, 6948853780.03
-24752.57, 612689510.03, 612788524.29
53864.93, 2901430476.00, 2901215020.29
-22201.51, 492907185.66, 492995995.71
15262.81, 232953443.81, 232892396.56
2411.31, 5814392.86, 5804751.64
-83645.31, 6996538214.91, 6996872800.16
48141.56, 2317609603.97, 2317417041.73
96235.49, 9261269378.83, 9260884440.88
80962.93, 6554996436.34, 6554672588.61
48967.54, 2397819786.27, 2397623920.12
74756.70, 5588564675.04, 5588265652.22
39117.04, 1530142927.07, 1529986462.91
61477.05, 3779427676.38, 3779181772.18
58734.30, 3449717902.21, 3449482969.02
76272.87, 5817551147.16, 5817246059.67
-74172.48, 5501556513.77, 5501853207.68
98594.61, 9720897511.15, 9720503136.71
-43064.97, 1854591697.78, 1854763961.67
50039.41, 2503942175.02, 2503742021.39
-43120.29, 1859359683.21, 1859532168.38
11661.55, 135991707.24, 135945065.05
-99202.38, 9841112214.79, 9841509028.31
43011.63, 1850000108.84, 1849828066.33
64087.10, 4107156397.83, 4106900053.43
3201.19, 10247603.81, 10234803.06
41801.92, 1747400809.05, 1747233605.35
34378.24, 1181863722.65, 1181726213.67
23364.31, 545891134.86, 545797681.61
-49355.04, 2435919910.53, 2436117334.68
45621.23, 2081296197.68, 2081113716.78
-57354.73, 3289565329.68, 3289794752.61
-6362.90, 40486486.41, 40511942.01
79098.36, 6256549860.59, 6256233471.17
54752.64, 2997852025.66, 2997633019.09
51686.35, 2671478954.54, 2671272213.14
-69243.73, 4794693956.11, 4794970935.03
70403.75, 4956688132.43, 4956406521.42
-43160.95, 1862867337.69, 1863039985.47
-68729.16, 4723697887.14, 4723972807.79
-83245.12, 6929749175.89, 6930082160.35
-20399.88, 416155099.34, 416236702.86
-3555.55, 12641933.55, 12656159.75
98376.46, 9677928095.29, 9677534593.45
-67595.55, 4569157744.39, 4569428130.57
-95933.10, 9203159362.24, 9203543098.63
19504.28, 380416948.67, 380338935.55
-59441.71, 3533317213.08, 3533554983.93
96702.46, 9351365580.33, 9350978774.49
85089.15, 7240164008.88, 7239823656.27
80992.34, 6559759896.06, 6559435930.68
82037.97, 6730227948.15, 6729899800.29
57892.55, 3351547500.65, 3351315934.44
-36952.36, 1365476709.90, 1365624523.33
-79193.67, 6271637126.74, 6271953905.42
1693.25, 2867099.88, 2860330.88
-13051.29, 170336216.15, 170388425.32
-51546.06, 2656996339.34, 2657202527.58
-50748.03, 2575362258.43, 2575565254.54
53382.90, 2849733654.27, 2849520126.69
-4234.66, 17932386.11, 17949328.77
-36362.30, 1322216766.43, 1322362219.63
39377.54, 1550590323.81, 1550432817.66
-68419.74, 4681261276.54, 4681534959.51
44402.31, 1971565461.89, 1971387856.64
-42228.32, 1783230721.85, 1783399639.12
-22199.67, 492825153.34, 492913956.00
30894.74, 954485235.32, 954361660.35
-99428.01, 9885929319.83, 9886327035.87
6658.51, 44335819.71, 44309189.65
92940.23, 8637887046.19, 8637515289.25
-43741.66, 1913332816.47, 1913507787.11
53839.69, 2898711838.63, 2898496483.89
-90639.46, 8215511324.05, 8215873885.88
-59478.70, 3537715999.83, 3537953918.64
93832.28, 8804495970.98, 8804120645.88
-84085.27, 7070331934.40, 7070668279.47
-30334.45, 920178825.51, 920300167.31
70875.07, 5023275395.42, 5022991899.14
45463.76, 2066953162.43, 2066771311.41
7969.75, 63516918.33, 63485043.33
-49372.53, 2437647067.63, 2437844561.76
-67646.27, 4576017753.05, 4576288342.13
-78268.72, 6125992483.36, 6126305562.24
-95073.07, 9038889080.67, 9039269376.96
9684.60, 93791508.60, 93752774.20
72114.86, 5200553701.57, 5200265246.11
77582.52, 6019046692.43, 6018736366.37
-42804.96, 1832264593.52, 1832435817.36
62291.63, 3880247356.48, 3879998193.96
-9366.99, 87740465.51, 87777937.46
87216.00, 7606629881.84, 7606281021.86
-58237.67, 3391625806.64, 3391858761.30
-25730.61, 662064360.93, 662167287.37
-28779.93, 828284389.88, 828399513.60
35357.20, 1250131367.69, 1249989942.90
48728.97, 2374512494.08, 2374317582.20
-67730.53, 4587424322.87, 4587695248.97
16122.02, 259919368.05, 259854883.99
-52864.57, 2794662313.10, 2794873775.37
9947.88, 98960392.96, 98920605.42
-63974.73, 4092765547.11, 4093021450.01
49322.61, 2432719660.45, 2432522374.02
-76801.94, 5898537351.44, 5898844563.18
-43092.49, 1856962805.91, 1857135179.88
-52297.34, 2735011390.01, 2735220583.35
-50192.98, 2519335511.65, 2519536287.58
74635.80, 5570503252.71, 5570204713.49
-61679.16, 3804318775.33, 3804565495.97
56391.89, 3180044963.32, 3179819399.77
-99829.24, 9965876529.44, 9966275850.38
64926.15, 4215405091.36, 4215145390.76
33196.93, 1102035974.79, 1101903191.08
61837.91, 3823926608.84, 3823679261.21
-86876.60, 7547544054.45, 7547891564.86
61664.46, 3802506058.04, 3802259404.19
-54726.29, 2994967050.64, 2995185959.81
-48449.43, 2347347162.97, 2347540964.68
94064.64, 8848157190.62, 8847780936.05
-63478.97, 4029580127.90, 4029834047.80
-93416.95, 8726727352.22, 8727101024.04
15990.37, 255691903.10, 255627945.62
88030.32, 7749337462.36, 7748985345.07
29337.72, 860702036.72, 860584689.83
89650.42, 8037197884.48, 8036839286.79
-36995.21, 1368645402.07, 1368793386.90
-54758.46, 2998488852.36, 2998707890.19
-79708.13, 6353386115.44, 6353704951.96
-75964.41, 5770591834.33, 5770895695.98
22223.24, 493872600.44, 493783711.46
92511.84, 8558440045.53, 8558070002.18
31444.45, 988753513.94, 988627740.13
88275.26, 7792522067.45, 7792168970.40
-47566.85, 2262605569.49, 2262795840.91
-69344.28, 4808628575.34, 4808905956.44
94818.19, 8990489102.12, 8990109833.36
75948.51, 5768176136.33, 5767872346.29
38859.76, 1510081062.97, 1509925627.93
-11656.12, 135865053.38, 135911681.84
-85392.79, 7291929351.85, 7292270927.03
91591.08, 8388926372.05, 8388560011.72
22646.42, 512860177.83, 512769596.16
9515.72, 90548916.61, 90510857.74
28446.32, 809193170.53, 809079389.24
-8967.45, 80415121.22, 80450995.01
23064.73, 531981774.97, 531889520.05
81006.78, 6562098170.95, 6561774147.84
-50603.98, 2560762490.62, 2560964910.52
-12007.48, 144179542.89, 144227576.80
-21007.35, 441308835.13, 441392868.53
-55154.10, 3041975160.05, 3042195780.46
-93601.58, 8761255688.84, 8761630099.16
79381.20, 6301374711.29, 6301057190.50
77365.38, 5985401314.22, 5985091856.71
-72626.89, 5274664823.10, 5274955334.65
39338.47, 1547515157.95, 1547357808.08
-11266.93, 126943780.70, 126988852.43
48274.19, 2330397010.10, 2330203917.35
74987.70, 5623155461.25, 5622855514.44
39905.53, 1592451107.07, 1592291488.96
22090.74, 488000613.43, 487912254.49
65969.34, 4351953332.15, 4351689458.80
-17095.71, 292263396.07, 292331782.92
58087.55, 3374163525.76, 3373931179.55
-62073.79, 3853155589.29, 3853403888.45
58887.44, 3467730837.83, 3467495292.06
-98032.11, 9610293908.49, 9610686040.92
-26065.48, 679409196.40, 679513462.31
67699.40, 4583209337.73, 4582938544.12
-10478.92, 109807666.03, 109849585.69
-8355.59, 69815851.49, 69849277.84
-47411.22, 2247824172.02, 2248013820.92
39184.01, 1535386257.95, 1535229525.93
25125.73, 631302323.91, 631201824.99
430.27, 185131.30, 183414.22
77297.75, 5974942845.83, 5974633658.81
-37489.93, 1405494512.24, 1405644475.94
83331.87, 6944199866.58, 6943866543.12
-27953.02, 781371122.81, 781482938.87
-5137.81, 26397046.89, 26417602.12
91947.78, 8454393768.03, 8454025980.92
-49919.93, 2491999461.44, 2492199145.16
-78426.06, 6150646953.49, 6150960661.73
77148.50, 5951891523.53, 5951582933.52
-127.42, 16236.62, 16750.31
53866.31, 2901579437.59, 2901363976.35
67479.06, 4553423876.06, 4553153963.81
4576.35, 20942999.32, 20924697.92
90161.28, 8129056444.95, 8128695803.82
-38072.30, 1449500260.48, 1449652553.70
79944.94, 6391193262.38, 6390873486.63
-845.23, 714407.46, 717792.36
-70913.48, 5028721105.94, 5029004763.85
18535.37, 343560047.11, 343485909.62
-29695.12, 881799917.90, 881918702.37
-10099.83, 102006508.40, 102046911.71
-14544.70, 211548337.05, 211606519.86
44713.05, 1999256423.12, 1999077574.94
84575.49, 7153013056.35, 7152674758.40
-78881.14, 6222234459.60, 6222549988.16
-3470.60, 12045069.40, 12058955.80
79902.95, 6384481611.10, 6384162003.30
-30834.15, 950744701.60, 950868042.19
-13229.84, 175028776.87, 175081700.25
-39280.18, 1542932468.30, 1543089593.01
-77957.15, 6077317612.55, 6077629445.16
99311.39, 9862751676.13, 9862354434.58
-28277.96, 799643262.16, 799756378.01
-88716.72, 7870655630.25, 7871010501.12
-40094.84, 1607596091.58, 1607756474.93
96344.31, 9282226354.62, 9281840981.37
-5460.81, 29820394.76, 29842241.98
74958.44, 5618768224.08, 5618468394.31
62126.10, 3859652203.65, 3859403703.25
-9174.51, 84171596.00, 84208298.03
71556.09, 5120273867.61, 5119987647.25
92891.53, 8628836771.97, 8628465209.84
92220.44, 8504608978.53, 8504240100.79
-53929.44, 2908384065.89, 2908599787.64
-40465.63, 1637467589.17, 1637629455.71
92165.58, 8494495025.26, 8494126366.92
-64648.54, 4179433271.33, 4179691869.48
11559.13, 133613430.67, 133567198.16
-25726.27, 661840741.04, 661943650.10
-25773.22, 664258818.59, 664361915.47
-23026.85, 530236021.20, 530328132.62
30639.30, 938766725.10, 938644171.89
47978.57, 2301943419.41, 2301751509.12
51759.21, 2679016008.63, 2678808975.78
52978.55, 2806726773.57, 2806514863.37
-20373.70, 415087753.34, 415169252.15
