x1, x2, x3, x4, x5, x6, f1, f2
1.89, 3.14, 2.43, 1.28, 1.66, 8.18, -17.04, 90.73
1.63, 1.13, 3.45, 3.76, 4.26, 5.86, -15.12, 82.48
2.84, 0.85, 2.18, 0.82, 2.49, 7.57, -35.13, 77.72
1.63, 0.69, 2.18, 2.75, 3.51, 5.02, -13.64, 52.94
0.72, 1.35, 1.74, 0.84, 4.76, 1.51, -60.77, 31.00
1.90, 2.88, 3.99, 1.28, 2.48, 9.05, -69.47, 117.50
2.94, 1.79, 2.89, 3.53, 3.19, 4.86, -27.71, 66.45
2.34, 3.34, 2.38, 1.66, 4.78, 0.22, -29.32, 47.93
3.00, 0.38, 3.17, 1.36, 2.12, 5.09, -61.86, 51.42
2.21, 2.98, 2.17, 2.08, 4.60, 2.86, -20.09, 52.18
1.41, 2.67, 1.48, 1.40, 4.49, 4.65, -22.81, 55.08
3.41, 0.51, 3.96, 0.67, 1.80, 9.98, -150.18, 130.84
1.74, 1.12, 2.76, 2.21, 3.10, 5.15, -16.86, 52.85
0.25, 1.85, 4.55, 1.37, 4.57, 3.71, -176.81, 60.74
3.52, 1.00, 1.85, 0.05, 2.97, 5.10, -74.09, 51.68
1.83, 1.08, 3.93, 1.79, 3.47, 7.52, -49.53, 91.90
2.40, 0.92, 1.52, 1.42, 4.91, 9.21, -22.21, 119.74
0.95, 2.73, 2.23, 0.89, 4.69, 6.93, -56.12, 84.18
0.89, 2.13, 3.60, 0.64, 4.07, 5.27, -116.39, 63.03
0.90, 1.38, 3.87, 0.87, 2.89, 9.65, -114.65, 119.90
2.50, 2.38, 3.11, 1.02, 4.89, 4.86, -61.00, 70.13
0.77, 1.57, 3.08, 0.94, 4.76, 2.02, -92.86, 40.23
1.78, 0.69, 2.06, 1.00, 1.71, 8.67, -13.57, 87.02
2.01, 3.96, 2.37, 0.96, 1.61, 8.00, -21.50, 92.78
3.42, 1.90, 3.82, 1.19, 1.78, 8.10, -114.37, 100.08
1.33, 1.48, 1.57, 0.45, 2.90, 5.16, -19.20, 41.67
2.18, 2.27, 1.95, 0.92, 2.48, 6.70, -11.67, 65.65
2.52, 0.90, 1.92, 2.63, 2.96, 9.86, -13.29, 123.77
1.96, 0.37, 3.07, 0.07, 4.44, 8.45, -80.94, 104.55
1.96, 1.86, 3.42, 2.69, 3.26, 7.63, -15.18, 95.14
1.59, 2.87, 1.45, 1.13, 2.17, 6.68, -8.08, 63.51
2.09, 2.49, 3.24, 2.16, 4.95, 1.15, -33.02, 51.55
4.23, 1.75, 2.46, 3.13, 3.38, 4.52, -132.06, 68.63
2.01, 3.49, 3.62, 2.50, 3.08, 4.09, -21.99, 61.81
2.04, 2.32, 2.19, 0.74, 1.48, 8.87, -15.54, 95.74
0.39, 2.20, 2.57, 0.49, 4.48, 4.65, -106.95, 53.52
3.21, 2.54, 4.28, 1.05, 3.32, 8.70, -136.53, 122.98
2.80, 1.54, 2.97, 1.93, 1.44, 7.95, -33.11, 88.04
2.75, 2.85, 2.07, 2.85, 4.52, 5.46, -28.55, 78.39
0.91, 1.95, 4.11, 1.54, 2.05, 6.59, -89.19, 71.62
3.36, 1.97, 2.52, 0.54, 1.71, 8.51, -74.52, 97.13
2.74, 2.22, 4.84, 0.02, 3.97, 5.67, -256.16, 83.64
2.58, 1.26, 2.21, 0.60, 4.15, 4.64, -35.88, 52.25
3.11, 1.23, 3.27, 0.06, 2.14, 8.10, -112.61, 92.10
2.74, 2.83, 1.88, 2.42, 1.53, 9.13, -16.72, 110.59
2.65, 1.42, 3.34, 3.75, 4.37, 2.12, -22.55, 57.82
3.64, 1.37, 2.16, 0.14, 4.99, 4.34, -104.16, 63.64
1.20, 1.18, 3.86, 1.72, 4.79, 6.85, -73.66, 90.54
1.95, 1.78, 3.23, 0.73, 4.73, 4.12, -66.83, 57.25
4.65, 1.02, 4.65, 0.52, 2.72, 4.63, -340.83, 73.38
2.11, 3.37, 2.07, 0.78, 4.46, 3.53, -26.14, 53.09
3.36, 1.45, 3.83, 1.77, 3.60, 8.93, -93.15, 123.90
1.89, 3.15, 4.73, 0.89, 4.76, 6.64, -150.00, 103.40
2.71, 0.25, 2.78, 0.64, 3.70, 5.59, -58.67, 60.46
1.36, 2.30, 2.51, 3.15, 3.76, 9.38, -19.48, 125.49
0.43, 1.87, 2.83, 0.38, 1.44, 8.30, -105.40, 82.85
1.59, 1.03, 2.86, 2.04, 4.36, 5.67, -29.55, 67.13
1.95, 2.37, 3.44, 2.36, 4.55, 5.76, -28.78, 80.69
4.29, 0.84, 3.56, 1.69, 3.44, 7.31, -173.02, 99.84
0.59, 1.47, 3.81, 2.75, 2.81, 4.94, -65.70, 56.86
1.80, 1.32, 1.60, 0.22, 3.81, 9.85, -14.52, 119.18
3.68, 0.84, 2.27, 1.96, 1.66, 7.21, -79.05, 78.03
2.17, 2.53, 4.72, 0.97, 3.16, 9.69, -133.42, 138.33
1.56, 2.58, 1.82, 2.54, 4.26, 6.02, -17.19, 73.19
1.51, 2.30, 2.88, 2.14, 3.41, 7.55, -24.11, 89.03
2.21, 2.08, 1.55, 0.53, 4.13, 2.64, -14.50, 35.89
1.52, 2.74, 3.38, 2.49, 1.62, 7.14, -19.52, 80.96
1.35, 2.77, 2.46, 0.33, 3.68, 5.46, -46.89, 59.06
1.96, 1.10, 3.10, 0.06, 3.22, 8.44, -74.18, 96.28
0.98, 2.23, 2.77, 0.60, 4.19, 2.65, -72.28, 38.53
2.80, 2.98, 4.55, 0.85, 2.50, 9.99, -144.45, 144.17
2.21, 2.56, 4.54, 0.52, 3.82, 5.92, -161.48, 82.08
3.25, 0.64, 3.83, 2.94, 4.95, 9.31, -65.59, 145.49
2.62, 1.38, 3.32, 3.21, 4.73, 8.90, -27.33, 131.66
1.34, 1.54, 2.03, 1.67, 4.25, 4.72, -27.41, 51.42
1.17, 1.05, 3.53, 0.21, 1.71, 7.96, -110.33, 81.19
3.08, 0.82, 3.47, 2.94, 2.08, 7.07, -38.71, 85.13
1.56, 1.29, 2.54, 2.37, 2.75, 5.65, -14.61, 55.64
1.16, 1.24, 3.04, 2.28, 4.71, 4.40, -44.28, 58.90
1.68, 3.61, 3.90, 2.38, 1.63, 8.94, -27.67, 119.39
2.37, 3.38, 1.87, 1.45, 3.00, 7.87, -14.24, 93.64
2.28, 1.58, 3.49, 0.92, 1.74, 9.55, -61.52, 114.99
1.87, 3.62, 4.56, 1.32, 4.92, 5.48, -109.38, 93.40
2.71, 1.36, 3.82, 2.03, 1.50, 9.43, -44.00, 119.08
3.52, 1.13, 4.34, 1.63, 2.64, 6.88, -124.25, 89.45
0.38, 1.64, 3.36, 0.64, 1.39, 8.61, -128.20, 90.65
1.33, 1.41, 1.98, 1.67, 4.28, 9.51, -27.46, 119.11
1.56, 0.86, 4.12, 0.41, 3.44, 4.53, -137.54, 52.71
3.50, 1.89, 2.21, 2.84, 4.85, 6.01, -73.16, 88.49
3.65, 2.09, 2.94, 3.38, 4.80, 2.48, -83.66, 66.87
1.80, 2.88, 4.03, 2.18, 4.99, 1.25, -47.93, 58.95
3.18, 2.57, 3.05, 0.87, 2.14, 5.93, -77.69, 66.50
3.74, 0.59, 2.44, 1.41, 1.68, 8.64, -91.58, 99.64
2.44, 0.36, 4.58, 0.70, 2.75, 6.93, -150.30, 83.16
2.99, 1.68, 2.64, 3.50, 1.48, 8.83, -25.31, 111.12
2.07, 2.75, 2.39, 2.20, 3.86, 7.29, -15.16, 90.44
2.92, 2.99, 4.32, 0.55, 2.57, 9.93, -155.80, 141.72
1.41, 0.94, 1.56, 0.97, 4.31, 5.32, -23.78, 53.13
3.67, 1.28, 3.78, 1.59, 4.39, 1.55, -126.48, 53.57
1.93, 1.79, 2.69, 0.50, 4.36, 7.01, -46.49, 82.52
1.08, 1.49, 4.00, 2.25, 1.46, 8.42, -48.94, 97.55
4.52, 1.45, 4.82, 0.29, 2.48, 6.48, -362.19, 94.04
3.08, 0.47, 3.68, 1.37, 2.75, 4.81, -83.89, 55.81
1.53, 3.02, 2.43, 1.35, 3.01, 8.51, -24.94, 100.72
4.52, 1.28, 1.72, 0.57, 4.74, 5.19, -179.15, 74.70
1.69, 3.65, 4.04, 2.58, 4.10, 6.61, -33.29, 99.62
0.48, 2.37, 2.19, 1.57, 4.03, 4.16, -75.52, 46.61
4.36, 1.61, 2.86, 1.90, 2.32, 5.64, -156.06, 70.55
2.62, 2.34, 4.16, 0.97, 4.92, 1.10, -116.77, 55.95
3.01, 1.45, 2.88, 1.96, 2.02, 9.03, -41.44, 108.82
1.45, 2.89, 3.61, 2.31, 4.42, 9.54, -39.49, 139.45
2.08, 1.62, 4.19, 2.00, 4.30, 5.39, -52.03, 76.02
2.29, 2.06, 3.08, 0.30, 4.75, 6.09, -75.47, 78.68
0.85, 1.55, 2.93, 3.26, 2.20, 9.89, -36.77, 124.95
3.28, 1.79, 3.28, 0.36, 4.42, 7.73, -121.96, 104.22
1.43, 3.22, 3.17, 0.26, 2.70, 4.73, -78.46, 52.23
2.68, 2.23, 4.50, 1.39, 1.88, 7.65, -95.92, 96.50
1.29, 1.91, 2.21, 1.87, 3.33, 8.18, -24.58, 91.62
2.38, 0.92, 1.94, 1.77, 2.58, 9.94, -11.65, 118.94
2.26, 0.30, 1.95, 2.79, 4.07, 5.18, -15.33, 60.23
2.16, 1.90, 4.28, 2.35, 3.35, 4.58, -35.35, 64.30
2.61, 0.80, 3.69, 1.68, 3.52, 4.97, -56.07, 60.94
1.11, 1.49, 2.41, 0.19, 3.38, 7.18, -54.75, 72.21
3.01, 0.82, 2.24, 1.34, 4.38, 2.29, -49.28, 40.96
2.24, 3.29, 2.74, 3.84, 2.94, 5.38, -6.90, 75.62
2.32, 1.67, 3.50, 0.15, 2.90, 5.31, -98.78, 57.01
2.31, 1.83, 3.39, 2.70, 4.06, 4.68, -21.35, 65.86
1.19, 1.35, 3.78, 0.21, 4.69, 3.29, -141.35, 50.44
2.79, 2.01, 2.53, 2.16, 3.69, 5.61, -30.69, 67.98
4.13, 1.47, 4.31, 0.52, 2.37, 8.82, -247.78, 121.40
1.47, 3.09, 3.39, 1.55, 4.49, 0.80, -54.89, 46.41
0.81, 1.62, 2.23, 1.99, 1.92, 5.89, -42.51, 50.58
1.80, 3.58, 2.73, 3.17, 3.07, 5.75, -9.86, 76.05
0.75, 1.60, 2.07, 0.07, 1.91, 5.47, -57.47, 40.99
2.66, 2.45, 4.13, 2.66, 2.73, 6.35, -31.72, 85.08
2.56, 0.28, 4.53, 0.90, 4.98, 6.82, -146.67, 99.38
1.60, 1.12, 2.50, 1.98, 4.44, 8.68, -25.85, 109.10
1.21, 3.17, 3.49, 0.65, 2.45, 7.31, -88.96, 83.52
3.84, 0.96, 4.17, 0.19, 4.79, 7.18, -246.20, 107.55
1.55, 3.14, 4.47, 1.04, 4.43, 2.05, -123.62, 57.08
2.68, 3.27, 3.07, 3.24, 4.53, 8.63, -28.03, 132.78
1.33, 3.21, 1.59, 0.68, 4.28, 9.66, -27.09, 126.71
1.79, 1.35, 3.80, 0.35, 3.80, 9.37, -113.83, 121.73
0.81, 2.28, 4.25, 0.10, 3.22, 5.54, -201.11, 64.92
2.47, 3.42, 2.58, 3.80, 2.74, 8.48, -10.69, 118.30
1.91, 2.71, 2.09, 1.16, 4.23, 9.55, -20.69, 125.84
1.71, 2.24, 2.81, 0.52, 4.99, 1.80, -57.56, 44.20
3.34, 2.44, 4.77, 0.60, 2.16, 9.46, -211.04, 134.41
1.89, 1.76, 1.84, 0.29, 3.22, 4.43, -15.08, 40.11
4.78, 1.16, 4.57, 1.12, 4.64, 6.20, -312.71, 106.22
0.13, 1.89, 3.67, 1.60, 3.86, 4.44, -136.39, 54.25
2.46, 1.77, 2.71, 2.38, 4.39, 3.17, -24.61, 51.50
3.40, 1.26, 2.37, 3.49, 4.70, 8.37, -63.63, 123.02
3.48, 2.25, 2.14, 2.67, 4.37, 9.94, -68.58, 146.75
2.01, 1.60, 4.06, 2.77, 3.60, 8.10, -21.08, 109.36
2.17, 0.65, 4.19, 0.03, 1.69, 9.73, -163.25, 120.21
1.60, 2.36, 2.54, 0.93, 2.74, 6.57, -29.52, 66.19
1.33, 0.87, 3.68, 0.19, 3.90, 3.57, -125.67, 44.13
4.35, 0.87, 3.01, 1.69, 1.31, 9.51, -160.84, 123.66
0.93, 2.85, 2.95, 0.84, 3.96, 4.77, -75.69, 56.82
4.71, 1.28, 2.20, 0.86, 4.73, 9.97, -212.67, 151.30
2.89, 1.54, 2.98, 3.69, 4.04, 4.06, -29.76, 66.00
3.48, 1.95, 3.56, 1.70, 4.82, 2.76, -104.14, 62.36
0.85, 2.81, 1.91, 1.82, 3.64, 3.93, -44.78, 44.25
1.83, 1.66, 4.26, 2.32, 1.91, 5.48, -31.59, 63.31
2.43, 0.44, 3.75, 2.45, 1.76, 7.53, -25.83, 85.99
2.78, 1.57, 4.45, 1.00, 4.82, 2.52, -137.38, 60.59
3.71, 1.75, 4.13, 1.00, 3.35, 6.83, -167.59, 92.76
3.80, 0.76, 1.76, 0.38, 3.68, 3.71, -96.94, 45.53
3.19, 1.98, 1.54, 0.81, 2.71, 8.29, -41.17, 93.19
3.49, 0.56, 2.89, 1.98, 3.39, 5.92, -78.24, 71.32
2.19, 2.68, 4.45, 0.62, 4.08, 9.78, -146.94, 144.52
1.81, 3.46, 3.72, 2.60, 2.92, 9.61, -21.08, 136.71
4.39, 1.42, 1.92, 1.83, 3.72, 5.74, -154.14, 75.06
2.92, 1.16, 2.77, 1.14, 4.87, 4.44, -62.35, 62.27
4.23, 1.62, 4.82, 0.17, 4.32, 3.71, -350.51, 76.21
1.01, 2.55, 2.97, 1.78, 4.00, 6.93, -52.92, 83.56
3.32, 1.14, 2.08, 2.51, 2.56, 6.39, -49.34, 70.25
1.36, 3.35, 1.67, 0.74, 2.50, 7.42, -19.07, 77.74
1.55, 3.37, 2.64, 2.64, 4.88, 5.30, -26.87, 79.66
2.52, 1.68, 3.53, 2.54, 2.12, 9.09, -21.87, 115.13
1.90, 3.22, 4.53, 0.83, 4.23, 7.19, -137.36, 104.87
1.91, 2.60, 4.14, 1.07, 2.07, 6.17, -86.21, 71.02
3.32, 2.27, 1.90, 0.55, 4.50, 6.95, -65.24, 88.65
2.15, 2.12, 2.84, 1.81, 4.69, 4.45, -30.52, 62.20
2.51, 2.54, 2.68, 0.30, 3.47, 9.93, -51.65, 130.66
4.03, 1.10, 3.03, 4.00, 2.30, 7.25, -105.85, 100.49
2.21, 2.69, 3.27, 2.82, 4.52, 2.57, -21.11, 57.80
3.21, 1.58, 2.19, 1.51, 1.53, 9.24, -46.05, 107.73
3.31, 1.61, 2.92, 1.73, 1.85, 6.48, -62.95, 70.46
1.78, 0.69, 4.48, 1.51, 4.89, 4.81, -93.30, 73.04
3.69, 1.88, 4.30, 2.32, 4.92, 8.43, -117.50, 136.34
4.28, 1.10, 2.06, 2.30, 3.08, 9.32, -138.08, 125.41
2.21, 2.02, 2.28, 2.04, 4.24, 3.91, -17.92, 51.56
2.37, 3.56, 4.06, 1.87, 4.97, 9.69, -64.46, 156.92
1.08, 1.15, 2.34, 1.38, 3.63, 9.05, -41.14, 104.88
3.13, 1.84, 2.51, 2.25, 4.88, 9.35, -53.76, 135.68
1.08, 2.75, 1.64, 1.87, 2.82, 4.23, -26.80, 40.77
2.45, 0.51, 2.41, 0.80, 4.23, 5.06, -37.95, 56.23
1.03, 2.66, 2.74, 2.33, 4.64, 2.81, -45.75, 50.52
4.11, 1.02, 2.83, 0.82, 3.16, 5.49, -150.73, 66.73
2.40, 0.21, 2.16, 0.14, 4.34, 7.64, -38.55, 87.69
2.79, 1.49, 2.14, 1.51, 4.39, 4.42, -35.31, 55.71
2.42, 3.14, 4.06, 2.69, 4.19, 3.08, -32.00, 66.47
0.59, 1.44, 4.15, 0.18, 4.72, 9.22, -208.55, 126.90
1.23, 2.20, 4.00, 0.52, 4.60, 7.66, -137.03, 102.40
3.60, 1.60, 3.97, 1.00, 4.91, 0.18, -158.82, 56.46
1.20, 1.88, 2.37, 0.94, 3.58, 6.98, -40.31, 72.98
1.16, 1.15, 3.84, 1.19, 2.04, 9.51, -82.90, 113.40
2.30, 0.41, 4.29, 2.07, 4.90, 4.24, -60.33, 70.13
2.54, 2.62, 3.37, 3.66, 4.21, 3.43, -18.50, 67.48
2.52, 0.39, 4.55, 0.01, 4.38, 9.72, -221.07, 140.87
2.07, 1.64, 2.94, 0.64, 4.78, 8.20, -57.23, 106.08
2.15, 2.67, 3.03, 1.59, 2.79, 5.70, -28.36, 63.69
0.58, 1.92, 4.21, 1.49, 3.20, 7.63, -120.12, 92.49
2.22, 0.77, 4.16, 0.35, 4.17, 9.21, -146.26, 125.28
2.88, 1.43, 2.23, 2.67, 2.61, 7.11, -24.88, 79.76
2.29, 3.13, 2.55, 0.10, 4.17, 5.77, -49.84, 72.13
2.08, 0.97, 2.20, 0.33, 4.25, 9.15, -31.08, 112.02
1.85, 2.62, 4.43, 1.92, 2.42, 5.90, -53.94, 74.29
3.03, 2.69, 1.76, 0.76, 4.31, 5.44, -43.94, 68.25
2.05, 1.98, 1.49, 0.82, 2.70, 7.82, -5.39, 79.41
2.06, 1.14, 1.91, 0.10, 4.67, 5.42, -26.90, 60.36
1.57, 3.30, 2.45, 2.17, 2.99, 5.70, -17.34, 65.54
3.96, 0.94, 3.88, 2.56, 4.12, 4.36, -124.19, 74.16
1.61, 2.05, 2.25, 3.20, 4.82, 8.79, -19.40, 122.50
2.03, 3.78, 3.02, 0.39, 3.10, 8.51, -60.66, 109.75
3.77, 2.03, 3.94, 0.28, 4.50, 6.33, -209.92, 94.21
3.38, 2.39, 4.16, 1.69, 2.73, 6.54, -104.37, 87.63
1.76, 2.59, 2.88, 2.98, 2.65, 9.40, -8.17, 122.39
2.52, 1.84, 2.53, 0.04, 3.69, 7.83, -50.57, 91.12
2.66, 2.89, 2.22, 1.86, 3.43, 5.72, -24.39, 68.33
2.38, 0.52, 3.06, 3.85, 4.42, 4.45, -17.54, 69.42
2.18, 0.78, 4.13, 1.73, 2.02, 9.42, -53.56, 118.18
3.36, 2.47, 3.85, 0.10, 2.00, 6.01, -171.33, 72.37
1.43, 1.90, 2.40, 2.20, 3.07, 8.05, -18.76, 90.51
3.57, 2.06, 4.61, 0.07, 3.43, 9.84, -268.51, 146.77
1.61, 1.25, 2.97, 0.22, 3.91, 4.69, -68.56, 50.26
1.56, 1.76, 1.93, 2.79, 4.38, 4.92, -17.51, 60.38
2.34, 3.42, 2.23, 2.23, 3.42, 7.38, -15.58, 93.24
1.64, 2.46, 1.65, 1.62, 4.37, 2.16, -17.25, 37.92
1.48, 3.00, 4.75, 0.22, 3.51, 7.82, -215.83, 107.37
1.32, 1.80, 1.66, 1.83, 1.97, 5.27, -14.71, 42.80
1.94, 0.79, 3.57, 2.17, 4.69, 7.86, -37.29, 105.65
2.81, 0.54, 2.28, 2.08, 4.37, 3.69, -35.87, 50.41
4.11, 1.72, 3.92, 2.82, 2.16, 8.47, -124.96, 119.70
3.40, 0.86, 3.80, 1.15, 1.39, 9.70, -114.19, 124.13
3.50, 2.04, 2.81, 2.56, 2.16, 5.11, -64.76, 61.64
2.95, 0.54, 1.67, 1.63, 4.55, 5.02, -39.66, 60.34
2.28, 2.32, 2.39, 3.16, 4.47, 5.47, -15.45, 76.10
4.83, 0.96, 2.41, 1.91, 3.61, 5.83, -216.52, 80.66
2.76, 1.03, 4.43, 1.57, 4.72, 4.92, -98.40, 77.28
2.15, 1.01, 4.27, 1.70, 2.31, 8.70, -59.51, 107.75
0.18, 1.91, 3.78, 2.62, 2.07, 7.59, -98.93, 86.67
1.14, 0.94, 3.97, 2.24, 2.86, 9.02, -50.48, 112.46
2.17, 2.83, 4.02, 1.30, 3.93, 7.08, -76.54, 96.19
0.29, 1.81, 3.12, 0.66, 3.35, 4.63, -128.73, 46.20
1.12, 2.78, 1.69, 1.66, 2.96, 5.21, -26.41, 50.46
4.25, 1.17, 1.12, 0.27, 4.45, 7.32, -139.39, 94.24
1.87, 3.47, 3.02, 0.49, 4.00, 4.24, -62.09, 58.92
3.54, 1.91, 4.12, 2.62, 2.33, 9.04, -79.24, 127.02
1.83, 1.94, 3.33, 1.45, 3.96, 5.00, -44.70, 61.05
3.91, 0.94, 4.50, 0.01, 4.72, 3.54, -301.33, 71.29
3.29, 2.18, 2.44, 1.73, 1.69, 6.48, -52.53, 69.30
2.93, 0.55, 3.40, 3.81, 4.01, 7.94, -33.17, 114.13
2.19, 0.80, 3.19, 1.29, 4.33, 6.17, -48.50, 74.12
1.70, 0.40, 3.52, 0.68, 3.79, 5.28, -82.80, 58.11
0.76, 2.23, 2.52, 3.08, 3.73, 9.08, -47.62, 117.79
1.52, 2.28, 3.50, 2.12, 4.62, 3.66, -40.77, 59.02
2.30, 3.47, 2.10, 0.21, 3.41, 4.97, -27.82, 58.16
1.63, 2.83, 4.03, 1.50, 4.56, 7.32, -74.56, 103.58
4.60, 1.13, 4.12, 1.33, 2.11, 4.89, -240.83, 69.52
0.85, 1.17, 4.63, 0.70, 4.50, 3.80, -189.92, 58.79
2.75, 2.46, 2.97, 3.85, 3.74, 5.73, -21.89, 84.19
2.22, 3.27, 2.13, 1.66, 3.94, 5.57, -18.52, 69.45
2.67, 2.23, 2.53, 1.79, 4.06, 9.35, -32.10, 125.70
2.73, 2.06, 3.82, 0.74, 3.33, 5.11, -103.08, 64.04
3.34, 0.96, 1.90, 2.36, 2.46, 6.46, -50.44, 69.09
2.04, 3.35, 3.58, 2.17, 3.48, 8.09, -30.29, 110.52
2.60, 2.71, 1.11, 0.10, 4.59, 5.69, -22.69, 68.82
3.00, 0.83, 4.43, 1.09, 2.47, 4.29, -127.45, 54.97
1.73, 1.39, 4.03, 2.53, 3.76, 3.57, -29.58, 54.43
2.95, 2.52, 2.81, 2.89, 4.62, 8.30, -39.86, 121.51
2.05, 2.86, 3.04, 1.57, 3.73, 6.02, -32.89, 74.29
3.10, 2.57, 4.58, 0.37, 1.35, 8.92, -199.49, 118.74
3.82, 0.95, 2.70, 0.16, 3.64, 5.02, -132.99, 61.20
2.72, 2.05, 3.01, 3.98, 4.14, 9.84, -22.81, 150.55
0.54, 2.41, 2.93, 2.58, 3.77, 7.03, -68.81, 85.04
2.58, 2.64, 2.31, 3.10, 1.29, 9.74, -10.34, 125.06
2.93, 1.21, 1.66, 0.71, 4.85, 9.09, -41.84, 119.54
1.39, 2.11, 2.83, 1.61, 4.98, 4.60, -44.14, 62.95
0.29, 1.82, 1.98, 0.45, 3.56, 7.72, -91.70, 79.76
0.93, 2.79, 2.36, 0.24, 1.74, 8.72, -56.13, 93.32
1.89, 0.16, 3.40, 2.19, 4.69, 3.95, -36.22, 57.50
1.83, 3.29, 1.86, 0.23, 2.74, 6.45, -15.82, 66.76
2.63, 1.71, 1.29, 0.07, 3.64, 5.83, -18.34, 58.74
1.64, 1.95, 3.33, 0.45, 4.23, 5.61, -82.13, 67.18
2.22, 2.71, 2.36, 3.48, 3.22, 6.38, -7.18, 80.99
2.78, 2.02, 2.73, 2.28, 2.33, 7.24, -25.69, 82.29
1.35, 2.92, 3.52, 1.06, 4.64, 2.73, -79.66, 52.85
4.18, 1.00, 2.94, 0.14, 1.64, 9.13, -176.83, 113.28
3.67, 0.99, 4.27, 2.17, 3.82, 5.00, -114.66, 76.97
1.12, 1.06, 3.68, 0.03, 4.11, 8.67, -143.02, 107.96
3.35, 0.69, 2.08, 1.03, 2.55, 6.86, -59.66, 70.64
1.38, 0.83, 2.17, 2.40, 4.25, 9.00, -25.25, 112.17
3.21, 1.44, 2.00, 1.93, 3.64, 9.56, -48.13, 124.75
3.77, 1.35, 3.30, 2.66, 2.16, 7.29, -89.88, 91.88
3.88, 1.17, 2.47, 3.45, 3.93, 5.84, -98.18, 84.02
3.94, 1.17, 4.13, 1.87, 4.68, 3.12, -152.24, 68.98
1.47, 1.42, 4.45, 0.04, 4.48, 8.67, -205.95, 119.24
1.80, 3.02, 2.82, 3.00, 1.94, 6.29, -6.24, 72.63
2.73, 2.20, 2.26, 2.98, 4.72, 0.18, -28.80, 48.60
3.29, 2.26, 3.94, 1.10, 3.12, 6.83, -118.83, 89.04
4.38, 1.17, 2.25, 3.39, 2.59, 5.51, -145.26, 74.12
2.99, 0.46, 2.83, 1.23, 3.90, 7.91, -60.88, 96.32
2.14, 3.24, 3.45, 0.19, 3.22, 4.24, -94.10, 55.37
2.65, 1.51, 2.47, 1.83, 2.59, 5.72, -23.58, 58.19
4.98, 1.00, 2.05, 0.26, 1.57, 9.33, -238.28, 119.50
2.74, 2.02, 1.43, 0.34, 3.59, 7.87, -22.87, 88.51
2.19, 2.86, 2.76, 2.50, 2.27, 6.12, -10.26, 69.56
3.19, 0.77, 2.86, 0.25, 2.58, 6.59, -88.03, 69.03
0.79, 2.28, 2.20, 0.22, 3.82, 7.93, -65.41, 88.15
3.66, 0.90, 2.75, 2.39, 3.62, 4.32, -84.83, 59.16
1.33, 2.69, 1.76, 1.25, 4.82, 0.03, -30.68, 36.88
1.77, 2.13, 2.42, 3.55, 4.96, 4.93, -17.43, 74.99
1.73, 0.42, 1.96, 2.87, 1.62, 6.98, -5.81, 66.62
3.26, 2.09, 4.67, 0.41, 3.98, 7.87, -222.31, 114.79
0.79, 1.65, 3.38, 0.81, 4.40, 6.23, -105.75, 73.61
1.93, 1.35, 1.70, 1.53, 4.85, 5.31, -18.38, 62.42
2.41, 2.99, 4.16, 0.27, 2.82, 8.68, -147.42, 115.43
1.34, 3.05, 2.84, 3.17, 4.37, 8.80, -25.52, 125.86
1.19, 1.68, 3.02, 3.80, 4.45, 2.19, -28.55, 52.44
2.14, 0.56, 3.39, 1.20, 4.34, 6.27, -58.67, 76.01
3.40, 0.70, 1.71, 1.71, 1.90, 7.74, -53.87, 81.36
3.07, 1.11, 1.84, 1.71, 2.23, 6.60, -34.67, 65.47
3.02, 0.68, 2.74, 1.72, 1.78, 9.54, -44.23, 114.25
3.17, 0.67, 3.96, 0.73, 4.66, 5.73, -143.37, 81.22
3.50, 1.92, 4.10, 1.79, 2.63, 6.96, -106.29, 91.38
1.72, 1.89, 2.79, 0.62, 2.29, 7.26, -40.01, 72.70
2.98, 1.04, 3.25, 3.79, 3.03, 7.63, -29.37, 102.30
3.00, 0.88, 2.40, 1.45, 4.42, 3.37, -50.51, 48.52
1.11, 1.07, 4.00, 2.53, 1.94, 5.83, -41.04, 62.53
4.81, 1.05, 1.68, 0.71, 4.27, 8.95, -214.34, 125.90
0.66, 1.63, 2.64, 0.80, 3.96, 6.08, -80.93, 63.29
4.29, 1.59, 2.70, 1.96, 4.43, 6.27, -155.19, 91.01
2.83, 1.04, 1.86, 2.45, 2.41, 4.85, -21.81, 47.86
2.97, 1.82, 4.04, 0.96, 3.49, 7.37, -115.43, 95.89
1.00, 2.62, 4.21, 1.13, 2.77, 9.78, -113.51, 130.26
1.02, 2.24, 2.25, 1.26, 2.31, 7.49, -37.42, 74.12
2.07, 3.89, 4.46, 0.07, 3.43, 4.75, -194.13, 73.64
2.91, 2.61, 2.39, 2.36, 4.42, 6.18, -38.13, 84.28
3.56, 1.52, 2.60, 0.59, 3.56, 9.55, -96.92, 125.83
2.90, 1.75, 4.49, 0.64, 3.28, 6.64, -163.01, 86.86
1.75, 3.51, 1.42, 0.22, 4.72, 4.23, -20.15, 57.61
1.84, 1.25, 2.96, 3.55, 4.32, 2.68, -13.06, 52.19
1.62, 2.75, 3.97, 2.27, 1.82, 9.47, -31.23, 124.18
2.58, 2.91, 3.67, 0.48, 3.38, 9.69, -103.57, 134.19
1.17, 1.73, 3.65, 3.51, 2.90, 9.16, -22.79, 122.36
