f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,=digit_value
416.87,367.68,183.94,260.53,1460.6,-149.71,664.03,-424.88,156.33,115.34,8_value
338.37,177.47,-411.52,1283.8,1125.8,-148.75,748.71,-385.21,891.09,196.32,8_value
1548.8,482.14,641.29,426.32,1598.6,-91.542,579.09,-352.56,825.43,-340.55,8_value
233.33,-427.06,60.84,563.3,992.89,200.4,355.8,-99.408,326.35,448.27,9_value
1305.4,-170.57,-57.565,-93.334,684.09,-820.05,589.49,434.54,111.83,-15.301,9_value
511.69,-660.24,311.87,816.33,1362.2,0.73239,539.44,-248.87,505.61,465.58,9_value
434,-190.06,202.72,726.25,1012.6,429.49,468.66,-493.93,260.37,354.66,9_value
169.37,3.6691,88.814,512.86,1065.8,-13.525,651.66,-475.02,163.51,66.273,8_value
1320.7,291.58,43.188,1375.2,1381.2,-249.73,214.48,204.33,775.7,549.82,8_value
1586.9,478.04,-3.1949,1250.8,1058.8,-363.7,11.04,127.73,910,31.556,8_value
1545.9,-347.96,140.13,841.65,1217.2,232.04,557.04,-332.68,485.21,-15.604,9_value
980.1,-56.938,123.15,660.91,1474.9,-886.57,588.02,-528.59,333.24,-8.5319,8_value
428.67,-206.16,-138.32,156.98,900.66,-189.6,332.83,-194.07,-12.468,304.2,9_value
529.68,-12.902,45.175,310.37,1309.5,-269.85,615.86,-551.82,-125.57,-235.85,8_value
502.7,-516.04,308.02,510.61,890.66,164.21,323.34,-1.5228,944.44,430.34,9_value
623,-407.43,504.81,549.82,1153.3,399.06,436.81,-322.61,300.16,463.77,9_value
595.42,-417.38,82.229,318.52,1257.5,302.31,76.28,-230.75,185.09,451.45,9_value
704.13,-559.68,620.39,103.3,1326.4,-294.88,235.54,55.09,881.73,164.68,9_value
715.73,-67.466,463.88,-317.86,954.51,-259.12,38.338,93.008,550.96,75.16,9_value
165.96,-87.492,104.63,722.18,923.34,-1.8553,713.36,-334.23,210.31,295.52,8_value
115.47,-444.13,-85.483,440.73,858.53,93.737,357.41,-99.585,488.23,379.39,9_value
285.1,-344.24,212.96,629.6,826.93,406.97,373.09,-196.44,131.42,365.25,9_value
572.82,505.4,-8.1985,759.43,1170.5,149.32,294.42,-201.96,295.04,493.8,8_value
200.14,270.39,-47.831,228.3,1072.6,247.91,514.29,-306.2,76.171,239.03,8_value
1051.1,311.06,298.11,338.83,1214.1,-523.19,422.7,-395.91,327.57,-215.25,8_value
246.33,-429.61,-153.5,808.46,719.95,577.43,581.77,-390.67,393.94,228.61,9_value
499.12,-566.46,423.17,896.19,1332.6,199.73,692.19,-286,920.47,545.24,9_value
292.2,-275.76,-92.584,1028,752.56,141.75,694.67,-43.084,92.993,293,9_value
321.11,505.7,-827.76,1237,1356.2,-588.93,733.4,-164.93,384.05,257.14,8_value
287,-615.86,-499.53,1023.5,1213.5,-31.064,535.17,-85.037,417.65,-156.27,9_value
85.136,579.21,-321.99,583.41,838.37,-295.11,300.47,-146.38,392.28,334.52,8_value
516.29,-475.56,494.49,124.78,1053.9,-268.38,149.97,213.82,877.76,393.01,9_value
874.17,-351.48,-744.64,1346.9,1007.9,-236.62,974.45,-348.67,175.35,-147.85,8_value
586.59,-1033,-216.59,952.53,1187.3,206.03,442.97,109.34,594.5,170.39,9_value
1490.4,296.16,453.7,447.23,915.94,-602.57,357.1,-453.92,435.17,-154.91,8_value
338.71,473.56,35.658,749.15,1143.9,-99.745,528.45,-377.24,269.58,296.08,8_value
805.49,215.61,72.387,781.82,1593,-445.01,603.93,-164.81,544.78,310.01,8_value
791.32,-45.005,-1144.1,1005.6,1117.3,-509.82,249.48,-396.41,483.95,-151.9,8_value
947.61,195.51,643.32,301.43,1042.3,184.39,831.02,420.18,625.47,-148.18,9_value
362.91,-497.48,-414.49,1124,1169.5,-291.46,761.13,-433.73,608.87,-410.57,9_value
1335.2,-494.74,77.878,-294.35,998.68,-845.6,749.37,-36.608,705.07,331.7,9_value
788.43,44.967,-895.16,1132.5,1488.3,-356.02,635.59,-508.34,-9.7933,53.905,8_value
1182.3,-840.79,193.92,17.23,883.18,-369.24,535.79,123.23,400.88,635.47,9_value
242.94,-618.17,-115.86,1149.5,1017.3,287.69,672.96,65.014,659.51,58.364,9_value
333.93,-485.87,-830.18,974,1175.4,-193.79,491.85,58.197,639.82,-500.26,9_value
683.61,530.95,118.41,613.03,909.77,65.929,298.28,-17.569,45.936,234.99,8_value
712.57,-619.93,78.659,305.97,780.57,332.74,237.8,-70.245,669.07,395.74,9_value
453.48,274.94,-1098.4,941.51,1064.1,-642.26,280.02,-321.24,386.6,-16.855,8_value
460.01,-530.2,-761.65,644.08,1173.4,-366.25,574.98,-449.52,606.19,-357.87,9_value
1102.1,112.31,-960.5,719.78,1289.2,-412.21,172.3,-761.37,42.864,-289.95,8_value
912.01,41.271,65.502,584.45,1345.2,-254.07,584.13,-328.47,268.72,-12.39,8_value
66.013,-473.13,-470.17,991.06,1041.6,-50.727,714.52,104.3,573.61,-476.54,9_value
271.05,-421.01,-662.98,1060.7,1032.1,-156.29,547.49,106.73,565.17,-564.14,9_value
617.35,-745.1,288.17,282.43,1122.2,-13.468,240.42,-107.96,110.81,433.26,9_value
382.87,-291.65,-561.46,999.43,1025.7,-351.54,428.25,-424.14,772.91,-569.02,9_value
880.23,-153.77,-923.05,1136,1306.4,-428.97,630.31,-426.9,179.91,-4.79,8_value
147.1,24.698,-527.93,950.94,1124.4,-381.53,502.7,-272.42,671.69,-382.43,9_value
526.29,384,-1113.7,796.67,1006.7,-430.22,245.86,-347.7,399.99,-21.665,8_value
378.81,-109.14,-499.6,784.47,1076.5,-301.14,365.41,-127.93,592.13,-497.78,9_value
65.301,23.523,-666.83,901.99,1179,-347.53,491.05,-148.2,941.35,-345.15,9_value
852.77,-590.48,437.12,-157.03,1420.2,-403.38,392.69,84.901,874.08,462.04,9_value
372.84,43.194,-705.5,906.31,795.77,-217.93,531.48,-192.92,177.76,-11.247,8_value
350.84,-714.91,-382.83,1252.9,1258.4,-193.18,901.84,-248.65,887.05,-447.34,9_value
314.92,372.61,-294.64,1020.8,1343,-200.78,501.04,-105.77,428.91,539.48,8_value
80.039,-288.37,8.9974,931.29,850.19,141.89,751.29,-364.97,575.12,53.357,9_value
633.17,436.62,-293.41,472.86,1176.7,38.935,196.96,-181.85,133.36,326.32,8_value
423.13,-514.09,366.57,269.57,914.06,-436.68,271.9,245.89,635.64,581.34,9_value
1060.1,492.1,-392.03,1088.3,1361,39.888,390.98,81.493,98.907,249.7,8_value
309.69,-432.89,-4.6814,1031.7,1132.9,15.972,643.5,-360.17,287.51,-2.098,9_value
628.1,483.45,-445.3,820.85,1391.9,-134.84,423.18,-69.421,-39.164,392.06,8_value
718.58,-788,107.51,221.31,1299.8,-220.44,112.9,-122.21,163.14,422.6,9_value
97.987,427.53,-506.61,579.02,953.01,-387.39,473.61,-183.66,391.11,127.75,8_value
1126.6,289.55,-560.72,1094.6,1730.9,-172.6,535.42,-445.01,-55.591,167.84,8_value
977.85,110.5,-966.38,312.16,912.11,2.6386,536.72,63.205,934.08,269.82,8_value
667.03,-578.54,277.69,1062.8,1257.9,145.4,372.93,-103.33,293.24,344.78,9_value
365.56,-607.54,-279.74,1155.2,1444.3,233.93,607.83,-287.1,624.38,-185.46,9_value
-52.789,-152.17,-335.67,899.27,883.29,218.22,606.23,-339.37,854.64,20.601,9_value
739.09,-1052.9,-66.938,835.93,1244.8,187.85,489.33,124.89,488.51,387.71,9_value
598.26,58.256,115.31,760.06,1430.6,-331.72,305.05,126.94,873.93,494.55,8_value
295.25,-373.8,169.67,959.05,1142.4,230.78,606.89,-204.58,456.49,387.86,9_value
230.91,393.22,-132.58,531.73,1211,-126.51,533.49,-106.28,128.62,297.32,8_value
867.26,86.544,446.14,1431.5,1154,167.37,839.75,304.87,472.57,363.63,9_value
348.07,-458.47,47.848,1047.8,1354.9,498.77,494.49,-182.3,722.74,521.71,9_value
54.81,-109.16,-67.259,1057.3,960.81,590.65,816.87,-236.96,730.43,233.16,9_value
199.37,-376.85,-36.306,1002.5,1127.3,375.21,605.16,-392.28,517.36,212.52,9_value
888.57,456.35,-762.5,987.68,1879.9,-217.5,679.05,-176.71,71.505,320.67,8_value
1320,-210.89,-725.12,1165.7,1359.3,-533.06,516.52,-712.09,181.19,154.75,8_value
467.54,-640.82,-27.765,836.37,1420.2,231.5,284.38,-283.14,440.66,539.76,9_value
1249.5,267.14,111.21,830.83,1318.1,-200.17,-212.34,-409.29,582.38,-196.59,8_value
824.27,-178.59,-138.29,1076,1820.4,-259.17,874.44,-548.29,233.58,114.71,8_value
1206.7,-703.33,34.173,-295.04,975.42,-554.84,180.57,-219.41,528.88,-8.2879,9_value
475.18,542.43,-272.04,885.73,1502.5,73.474,681.61,-110.97,656.46,794.57,8_value
-62.031,54.22,-377.13,1141,902.47,42.138,1003.4,-215.17,907.55,-139.42,9_value
459.54,-182.16,-25.019,1036.2,1374.9,-189.19,583.03,-528.79,548.94,327.7,8_value
319.01,-416.14,188.67,1106,1204.1,331.08,782.86,-40.26,511.56,423.21,9_value
752.2,135.11,11.742,754.67,1229.3,-486.22,-103.22,-588.4,215.95,516.5,8_value
366.2,-515.02,-385.34,1336.5,1304.6,15.454,780.74,-352.09,601.73,-126.08,9_value
637.59,600.35,-629.51,939.45,1548.8,-197.3,504.45,-375.05,188.79,426.63,8_value
2288.7,375.63,-947.02,1155.1,1679,119.67,496.33,69.235,933.7,33.925,8_value
532.05,513.46,95.699,655.3,1555.5,69.56,696.58,-182.44,375.08,469.06,8_value
364.2,-727.07,-54.786,515.8,1176.6,27.223,202.63,-192.65,443.55,449.51,9_value
669.49,264.73,-661.22,1140.2,1538.7,-335.66,427.51,-710.83,165.04,103.15,8_value
340.85,168.96,346,275.12,950.81,-116.51,350.94,-200.95,262.96,141.42,8_value
717.83,435.84,-589.04,1315.7,1214.9,-76.378,226.85,-176.94,337.49,628.31,8_value
1005.2,474.88,-1065.2,1164.8,1291.1,-104.1,353.5,-164.11,332.17,287.43,8_value
567.03,9.0884,377.45,193.29,1357.4,-366.78,255.01,-289.54,549.05,-266.52,8_value
640.31,-216.52,-391.45,892.21,1595.4,-98.084,549.9,-797.41,338.35,204.53,8_value
215.91,252.49,74.553,531.15,727.43,23.453,227.65,-210.71,233.67,376.95,8_value
907.05,-605.19,-641.19,777.79,564.68,158.58,664.22,-123.58,504.97,188.29,8_value
317.5,-330.2,182.81,881.51,997.39,252.86,314.24,-144.27,408.29,315.03,9_value
1258.2,-264.83,38.082,745.11,1389.5,-318.43,-78.548,-608.13,372.05,395.57,8_value
845.62,-775.05,401.98,815.37,1307,-146.62,452.73,30.987,221.61,333.12,9_value
760.81,3.7271,342.12,348.38,1195.3,-247.77,143.03,-447.68,173.12,-197,8_value
845.81,449.56,-130.53,771.67,1606.1,38.293,371.93,59.419,69.712,176.7,8_value
180.3,343.83,-630.68,1175.4,1380.7,-91.503,957.23,-354.37,844.12,190.63,8_value
1136.7,-1235.6,-528.61,789.63,1160.1,-278.79,545.08,-251.95,530.12,484.06,9_value
529.11,-589.81,257.19,759.45,1403.3,334.07,294.45,-179.47,499.04,507.12,9_value
455.92,400.34,-653.92,1232.4,1336,397.25,803.35,-24.891,704.71,301.68,8_value
76.081,-208.03,-112.19,723.71,794.09,408.53,390.56,215.15,629,-2.1914,9_value
1314,-426,-325.16,921.92,1543.6,-336.97,299.09,-520.25,605.13,310.51,8_value
514.02,-449.5,131.4,608.99,1466.8,615.32,145.23,-227.54,703.8,474.39,9_value
395.85,553.66,154.37,520.54,931.59,-157.73,173.58,-51.174,413.08,377.34,8_value
1036.6,-653.54,268.57,1013.1,1166.9,239.36,537.9,175.28,674.1,297.05,9_value
1310.9,-972.9,-643.6,-109.72,685.62,77.155,869.6,-26.262,727.17,564.6,9_value
992.13,614.8,278.55,760.42,1748.7,-104.21,508.99,66.999,341.36,308.1,8_value
629.74,246.55,163.74,658.61,963.94,-174.06,97.704,-220.45,513.26,383.05,8_value
834.34,-803.18,118.92,315.58,1402.4,-10.724,167.58,-130.96,535.81,406.03,9_value
966.32,-369.61,-376.47,480.23,1531,-268.56,497.97,-766.16,161.98,77.856,8_value
764.74,255.75,275.87,588.77,1562.6,-75.811,325.53,-350.98,420.95,345.57,8_value
537.94,343.05,363.74,580.48,1323.9,-120.7,356.18,-282.57,357.17,409.61,8_value
505.57,-337.93,526.77,676.14,981.26,231.37,385.55,-20.244,419.7,468.28,9_value
577.3,53.25,-803.37,1131.5,952.9,-250.57,87.483,-189.09,354.59,131.19,8_value
645.58,-788.51,-138.9,677.52,1114,147.7,218.01,-219.84,143.59,363.39,9_value
1133.3,-549.89,438.71,-174.09,1332.5,-503.06,540.1,432.42,895.54,337.82,9_value
440.18,-25.666,323.19,780.98,1147.7,-44.762,681.16,-278.89,283.1,290.77,8_value
446.23,-370.92,282.09,25.761,881.23,-260.22,248.42,-89.509,419.71,563.66,9_value
861.41,78.777,386.55,228.29,1428.6,-421.72,469.82,-97.203,903.02,-66.141,8_value
664.64,331.02,150.19,748.73,1526.4,-30.381,335.62,-255.69,209.72,250.33,8_value
477.84,-496.4,192.51,949.21,1055.2,402.11,576.11,-184.36,699.85,445.71,9_value
736.53,381.97,-34.354,1106.7,1786.6,-126.6,501.78,-87.926,437.74,479.56,8_value
1046.2,227.13,221.06,399.17,1699.3,-41.427,562.55,-315.12,52.995,-17.546,8_value
763.85,-425.76,327.01,-161.78,1153,-633.71,540.3,206.98,546.31,358.59,9_value
1436.5,-429.58,542.09,163.72,718.14,-74.863,334.07,386.39,1089.5,-62.213,9_value
28.742,-169.2,51.968,484.48,962.41,122.71,567.94,-351.28,393.83,278.59,9_value
778.13,35.317,79.352,1035.5,1544.5,-124.08,267.98,-691.21,525.26,315.48,8_value
795.85,194.42,-893.7,816.36,1382.2,-72.015,865.32,-292.31,134.04,7.713,8_value
1223.3,-760.66,8.6603,976.79,1298.8,194.85,327.83,-115.64,671.17,117.55,9_value
446.97,-590.55,-591.62,761.34,1012,-98.612,638.67,-74.011,443.43,-490.05,9_value
780.97,-98.038,-254.59,859.48,1548.7,189.27,506.53,-516.71,107.98,98.902,8_value
248.61,-384.01,-368.12,553.97,667.12,-133.41,271.38,-232.81,168.93,-391.02,9_value
503.17,-898.41,51.181,962.34,1008.3,190.47,738.56,66.905,508.11,-1.932,9_value
920.95,-953.57,-634.97,1215.2,1129.7,-381.3,527.45,-314.83,643.38,-186.43,9_value
503.06,204.52,323.32,439.46,1477.3,-26.838,578.04,-229.98,727.96,212.63,8_value
655.87,-664.15,509.02,225.66,1313.8,55.725,257.46,141.35,573.04,221.42,9_value
987.12,-554.79,195.65,13.326,485.69,-190.64,179.23,-246.75,1079.3,-41.101,9_value
655.54,274.25,178.38,639.59,750.89,35.256,472.74,-544.06,948.77,-98.44,8_value
503.79,-141.43,-42.866,752.55,1412.3,-449.11,786.23,-528.48,376.06,-25.803,8_value
188.38,-322.17,-289.79,805.4,762.05,-50.729,643.88,-505.68,385.86,-259.47,9_value
266.97,-97.099,-150.27,578.45,987.73,-278.86,482.96,-481.79,204.94,8.2142,8_value
678.73,122.52,-118.03,554.63,1419,-605.3,407.74,-463.44,163.23,-200.08,8_value
2086.5,480.15,-390.96,-48.183,1028.9,-583.25,464.72,181.25,249.01,54.306,9_value
757.29,-588.61,176.5,182.61,1387.4,-170.55,283.25,-127.4,162.08,448,9_value
258.82,-209.86,304.41,805.23,940.43,423.92,731.25,-378.86,544.93,373.65,9_value
954.98,231.29,-161.88,1216.4,1909.3,-586.41,836.17,-225.19,465.47,369.81,8_value
590.18,399.09,-841.6,851,1287.7,-460.17,556.63,-538.75,8.9742,-32.611,8_value
460.88,216.67,235.73,545.89,1219.8,-205.65,712.63,-146.18,269.78,228.89,8_value
478.35,-143.4,17.752,629.59,1277.9,-398.34,530.06,-252.61,101.26,131.92,8_value
235.71,-304.91,225.94,293.65,1062.8,-358.27,534.6,-215.57,489.29,515.71,9_value
1312.1,-703.23,-206.24,-163.34,821.15,-523.86,569.79,-40.537,1363.5,58.641,9_value
656.41,134.24,-225.24,581.41,1177.7,-364.31,262.35,-522.34,-128.14,71.347,8_value
194.48,373.4,-272.18,852.12,1348.2,-208.83,989.29,-341.31,340.38,449.49,8_value
1059.1,41.839,-503.08,1236.1,1548.4,-475.28,470.99,-297.37,110.49,302.68,8_value
1058.2,71.958,-677.43,963.62,1115.6,-102.53,274.52,-622.64,138.81,106.75,8_value
1025.1,-901.7,-86.536,843.63,854.95,-264.35,317.55,-102.12,188.34,376.97,9_value
630.22,162.13,-72.48,779.36,1275.8,-403.72,530.84,-111.6,301.88,-10.468,8_value
251.99,201.13,78.882,707.9,1349,62.886,1080.5,-538.31,458.63,175.63,8_value
619.65,-820.64,-19.703,532.45,1205.1,119.56,288.38,-123.68,163.51,414.84,9_value
1419.6,-666.95,328.93,167.09,772.52,14.75,188.25,-24.161,1396.5,-37.585,9_value
965.8,-869.03,-172.73,331.2,668.04,-297.05,538.5,179.95,339.11,608.26,9_value
723.67,205.35,574.41,-34.164,1323.2,-321.55,937.72,-334.95,699.92,-561.73,8_value
799.17,-551.4,465.71,159.29,934.09,-73.149,312.25,-4.1419,543.87,577.06,9_value
1125.2,-506.13,97.397,-166.29,1224.1,-365.45,408.73,285.7,109.97,96.741,9_value
868.98,-344.13,29.363,737.7,1504.2,-476.69,588.06,-154.33,485.44,72.274,8_value
829.92,-505.81,346.71,172.89,783.33,128.05,198.27,369.71,1398.5,-76.357,9_value
1019.5,358.05,159.54,718.33,1424.8,-376.02,9.9026,-142.71,82.619,385.27,8_value
836.6,-72.171,-441.66,474.59,896.89,-137.17,277.79,-614.19,-57.038,117.42,8_value
722.02,-759.77,555.72,290.23,1061.7,-177.89,183.74,86.915,806.83,518.57,9_value
903.82,-998.98,33.766,866.57,1239.8,-270.82,469.64,-139.81,233.49,471.73,9_value
152.43,-299.39,-35.863,683.95,928.27,-251.98,541.88,-273.16,414.04,-223.36,9_value
65.487,-81.41,-571.87,667.3,919.94,-375.69,269.82,-154.51,748.54,-384.04,9_value
755.14,-840.56,390.11,276.08,1016.5,-288.16,259.56,33.405,783.63,685.65,9_value
985.92,464.25,238.85,372.25,1692.7,-111.12,239.4,-310.67,315.4,39.846,8_value
908.38,115.15,-48.409,383.07,1499.5,-363.12,329.54,-332.47,21.207,211.62,8_value
599.3,-449.32,18.359,1192.9,1465.9,-70.298,950.95,-340.67,925.68,118.35,8_value
994.56,-696.49,43.461,131.86,1036.3,-420.33,147.75,-43.687,1018.6,131.44,9_value
879.36,-48.965,-33.664,1148.1,1011.7,-8.5117,907.42,572.35,230.11,-184.53,9_value
785.05,-842.44,2.1561,545.1,796.5,170.64,140.1,59.324,353.63,372.32,9_value
505.34,-408.24,401.26,511.48,932.61,11.481,270.47,-162.71,259.47,568.69,9_value
710.05,-700.24,-622.73,554.2,973.65,59.49,348.09,-150.27,212.7,304.26,9_value
808.13,157.39,670.38,265.99,1165.7,-306.15,1145.9,36.393,1236.6,-275.51,8_value
519,-711.19,166.48,276.65,1211.7,-102.22,340.72,-31.267,397.28,469.39,9_value
438.85,-591.7,-37.655,469.4,990.98,344.54,-3.6842,-44.463,553.81,241.77,9_value
597.44,-800.91,2.5436,599.62,1130.9,-156.09,583.85,-237.89,117.33,533.07,9_value
733.91,-847.03,-446.79,829.7,1156,-727.14,807.99,-456.05,400.97,183.43,9_value
230.86,-240.59,337.77,138.58,536.18,-50.647,132.53,64.749,370.63,276.4,9_value
496.88,136.59,268.44,144.91,1174.4,-101.55,183.79,-201.51,188.9,-300.9,8_value
408.41,559.71,-453.87,1221,1271,-139.21,787.01,-491.89,719.28,446.07,8_value
765.11,-116.72,-435.25,1201.4,1502.6,-493.7,434.93,-868.3,310.32,92.616,8_value
222.72,-259.21,-50.497,947.15,1048.8,-128.99,801.49,-361.75,233.82,-256.29,9_value
750.18,-415.42,237,263.03,841.65,-33.609,222.92,91.572,619.52,501.49,9_value
650.46,227.47,-656.71,1267.4,1529,-306.88,389.21,-331.43,119.09,415,8_value
341.8,-748.62,-301.79,969.85,1204.8,-219.27,645.42,-162.3,350.48,-401.07,9_value
1113,18.524,0.55685,847.55,1507.8,-417.56,154.68,-345.79,128.29,185.21,8_value
664.88,307.95,-801.75,1393,1431.2,-335.11,259.1,-544.4,570.56,151.36,8_value
270.92,-137.55,-551.97,1057.6,1104.7,-396.97,609.47,-302.5,254.74,-507.74,9_value
802.26,-469.12,240.31,-76.353,874.92,-636.66,406.89,261.13,362.78,387.8,9_value
433.75,-369.38,208.71,274.48,899.23,-55.165,93.742,-40.721,749.86,506.1,9_value
1128.8,-105.1,-638.24,965.65,1391.3,-756.99,326.84,-706.36,-29.242,96.292,8_value
450.17,-280.72,203.87,-104.88,810,-224.53,213.59,-94.598,394.28,78.684,9_value
877.29,175.39,204.19,630.81,1553.2,-411.57,151.67,-497.9,292.89,235.21,8_value
1131.7,-1006.5,-61.885,942.26,1310.9,-190.44,607.46,-135.86,418.75,79.608,9_value
26.189,-445.37,-226.25,722.85,845.42,192.82,545.71,34.225,383.44,83.566,9_value
572.08,-861.17,68.503,953.12,1174.4,-162.5,543.53,25.779,503.8,77.293,9_value
905.43,-120.54,-151.79,83.656,957.11,-502.81,-107.14,-227.88,154.6,285.66,8_value
188.93,-386.8,-127.34,552.65,750.89,262.07,239.84,-260.28,97.598,-8.666,9_value
806.43,-1029.4,-366.21,781.2,1247.7,-237.56,549.64,-415.46,132.79,212.65,9_value
608.7,388.4,-771.83,876.62,1584.1,-425.01,1131.9,-19.127,-48.629,247.31,8_value
575.66,-1027.2,-560.04,1120.3,1240.6,-158.53,734.51,-255.6,440.98,-273.26,9_value
745,100.64,-859.26,1439,1526.1,-348.96,256.1,-285.78,366.08,423.49,8_value
642.65,39.47,-110.63,356.06,1182.6,-383.61,135.06,-385.51,144.41,504.57,8_value
585.84,447.52,-1040,1116.4,1227.7,-406.29,181.76,-488.46,612.63,-84.21,8_value
255.56,530.58,-652.27,806.91,905.7,-412.69,301.78,-379.71,335.41,148.46,8_value
436.41,-523.01,-48.96,492.09,1270.2,107.3,227.67,-284.18,349.28,563.07,9_value
167.28,-346.43,134.24,794.24,990.99,366.8,666.37,-296.49,476.27,411.68,9_value
146.06,-264.28,65.68,858.41,1250.4,481.74,372.46,-3.9916,993.4,436.73,9_value
805.69,134.35,-221.63,1029.2,1647.4,-522.66,191.29,-731.45,235.24,404.18,8_value
621.71,129.69,-298.09,1188.1,1662.7,-392.11,569.36,-578.93,183.08,316.08,8_value
643,-903.66,108.91,1044.8,992.95,-53.274,827.48,114.33,315.49,22.815,9_value
492.24,-674.53,164.76,168.84,830.43,-187.83,256.95,124.91,186.36,396.45,9_value
580.51,53.775,-890.04,1271.1,1137.8,-314.99,282.12,-537.09,489.03,106.54,8_value
364.75,579.73,-599.75,814.08,1104.5,79.935,595.29,-260.1,396.33,372.33,8_value
515.62,-889.45,-549.26,1099,961.07,89.963,695.06,-72.874,477.5,-388.59,9_value
642.49,29.183,-838.01,1241,1415.6,-367.13,405.13,-636.67,343.52,-42.695,8_value
486.27,-849.9,-468.24,967,919.22,0.99226,572.7,-121.37,261.23,-340.23,9_value
388.57,-448.89,-117.05,461.88,606.88,-383.68,478.21,0.14465,371.1,509.53,9_value
982,-22.149,914.17,533.55,1316.1,12.294,475.74,-42.733,838.61,-108.68,9_value
745.69,-566.56,-563.91,1140.5,1332.8,-554.18,596.42,-487.13,275.67,-506.78,9_value
525.62,290.11,169.09,271.36,1251.6,-752.47,200.68,-274.19,449.92,-110.56,8_value
631.28,-496.09,641.7,472.21,1227,-260.37,198.54,289.67,468.26,370.78,9_value
503.89,509.09,-590.29,841.07,1694.3,-662.48,1068.9,-400.55,113.8,-121.27,8_value
219.74,693.03,-746.52,741.55,1058.2,-838.65,56.813,64.512,904.84,145.1,8_value
218.29,14.831,-566.32,760.2,1119.1,-584.05,312.57,-177.1,618.1,-263.99,9_value
1108.2,-599.24,116.61,236.29,1375.9,-273.15,116.6,-74.264,706.73,660.34,9_value
303.71,338.12,-847.54,946.4,1153.1,-864.12,661.41,-7.7113,604.66,61.852,8_value
488.65,-474.54,400.22,244.43,729.75,-36.817,112.01,51.58,488.29,208.57,9_value
271.34,336.68,-690.1,364.33,794.29,-497.63,151.59,-22.037,672.24,122.73,8_value
1252.2,-712.89,145.16,-129.97,1078.5,-734.47,993.92,654.18,608.95,308.51,9_value
486.52,384.67,-680.59,725.18,1063.1,-567.54,-95.017,-247.28,493.39,-4.6423,8_value
240.5,-25.884,-667.96,812.94,1118.5,-370.79,382.79,-291.43,392.64,-433.43,9_value
1077.4,203.83,295.54,1016.1,1635.5,-399.85,332.69,-421.76,587.86,316.29,8_value
409.8,-319.19,-756.82,912.13,1111.5,-320.76,373.11,-249.65,347.47,-587.72,9_value
725.47,188.72,-91.164,1050.2,1734.6,-372.56,994.52,-343.29,186.82,231.59,8_value
547.44,452.63,-753.14,524.02,972.32,-299.11,110.65,-295.34,454.47,-56.098,8_value
307.18,349.48,-833.91,507.49,731.54,-391.58,207.36,-195.63,460.2,-50.861,8_value
300.93,303.99,-426.39,594.96,1178.2,-3.3521,685.86,-160.14,45.88,366.18,8_value
491,-491.42,-791.46,1092.4,1244.4,-241.87,416.75,-303.2,352.9,-596.98,9_value
666.5,-211.3,217.17,-247.36,538.1,-257.77,117.98,-44.928,333.36,-318.94,9_value
621.9,372.29,-783.24,739.11,1135.4,-563.44,339.19,-406.37,179.86,-165.37,8_value
498.44,-348.34,-1072.7,723.76,1262.8,-502.65,226.12,-102.69,593.79,-486.09,9_value
348.69,-246.14,-663.89,677.9,1011.4,-310.63,305.03,-376.71,320.17,-482.74,9_value
763.72,-962.71,39.163,640.01,1212.1,-335.73,647.97,-194.66,85.049,330.77,9_value
978.79,-557.74,-155.5,265.21,703.74,-220.14,427.46,-284.99,-11.42,470.02,8_value
1118.4,-654.75,199.65,30.251,1220.4,-634.55,390.43,129.65,523.69,585.69,9_value
380.81,13.486,-427.24,794.3,971.49,-168.81,527.17,-583.27,178.3,167.58,8_value
585.45,300.32,-597.37,966.07,1195.7,-453.58,99.976,-463.49,-13.726,71.403,8_value
132.53,344.27,-538.14,620.63,852.25,-499.97,174.09,-271.98,348.4,-6.9604,8_value
833.7,-676.61,153.29,-176.81,688.84,-230.03,353.49,81.394,643.61,408.27,9_value
625.55,-798.11,-401,551.27,1113.2,-669,582.41,-277.31,39.08,-74.831,9_value
243.33,-402.34,58.481,955.13,1097.8,187.83,856.63,-30.625,184,-40.427,9_value
932.1,-366.01,-22.928,592.47,1481.7,564.15,-130.24,-156.8,480.78,396.94,9_value
423.67,-617.4,-609.55,754.36,1096.3,-331.78,450.72,-484.02,76.604,-335.67,9_value
924.82,-484.8,-179.07,219.51,604.86,-356.66,637.16,-478.35,96.268,59.26,8_value
-22.634,269.09,-406.17,314.42,1182.1,8.5064,704.35,29.029,429.17,328.82,8_value
219.11,82.875,-198.77,723.05,953.02,-413.68,885.35,-333.93,599.26,-426.89,9_value
376.17,265.66,-762.79,684.79,1013.2,-319.41,205.6,-341.31,276.44,122.32,8_value
747.16,-641.62,294.54,-134.27,987.03,-191.67,522.46,129.61,1119.8,146.28,9_value
683.01,534.4,-761.31,677.37,1809,-418.58,684.98,-110.39,187.33,107.83,8_value
890.09,-429.13,-930.69,516.16,1296.3,-485.63,225.48,-553.3,301.23,-206.9,9_value
1151.6,-514.17,-35.309,-454.16,652.96,-837.86,905.2,-316.08,843.35,253.63,9_value
708.77,-186.18,426.66,708.96,1489.9,-104.18,744.68,1.8738,78.4,136.35,8_value
541.84,241.47,-452.24,788.31,1044.1,-193.77,379.97,-539.45,25.37,136.14,8_value
